Names,Type1,Type2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Average Stats,Type Combination,Atk-Def Ratio,Rank,Image_URL
Vanilluxe,Ice,null,535,71,95,85,110,95,79,89.16666667,Ice,1.117647059,217,https://img.pokemondb.net/sprites/sword-shield/icon/vanilluxe.png
Deerling,Normal,Grass,335,60,60,50,40,50,75,55.83333333,Normal-Grass,1.2,879,https://img.pokemondb.net/sprites/sword-shield/icon/deerling.png
Sawsbuck,Normal,Grass,475,80,100,70,60,70,95,79.16666667,Normal-Grass,1.428571429,545,https://img.pokemondb.net/sprites/sword-shield/icon/sawsbuck.png
Emolga,Electric,Flying,428,55,75,60,75,60,103,71.33333333,Electric-Flying,1.25,683,https://img.pokemondb.net/sprites/sword-shield/icon/emolga.png
Karrablast,Bug,null,315,50,75,45,40,45,60,52.5,Bug,1.666666667,947,https://img.pokemondb.net/sprites/sword-shield/icon/karrablast.png
Escavalier,Bug,Steel,495,70,135,105,60,105,20,82.5,Bug-Steel,1.285714286,408,https://img.pokemondb.net/sprites/sword-shield/icon/escavalier.png
Foongus,Grass,Poison,294,69,55,45,55,55,15,49,Grass-Poison,1.222222222,1048,https://img.pokemondb.net/sprites/sword-shield/icon/foongus.png
Amoonguss,Grass,Poison,464,114,85,70,85,80,30,77.33333333,Grass-Poison,1.214285714,594,https://img.pokemondb.net/sprites/sword-shield/icon/amoonguss.png
Frillish,Water,Ghost,335,55,40,50,65,85,40,55.83333333,Water-Ghost,0.8,879,https://img.pokemondb.net/sprites/sword-shield/icon/frillish.png
Jellicent,Water,Ghost,480,100,60,70,85,105,60,80,Water-Ghost,0.857142857,512,https://img.pokemondb.net/sprites/sword-shield/icon/jellicent.png
Alomomola,Water,null,470,165,75,80,40,45,65,78.33333333,Water,0.9375,568,https://img.pokemondb.net/sprites/sword-shield/icon/alomomola.png
Joltik,Bug,Electric,319,50,47,50,57,50,65,53.16666667,Bug-Electric,0.94,940,https://img.pokemondb.net/sprites/sword-shield/icon/joltik.png
Galvantula,Bug,Electric,472,70,77,60,97,60,108,78.66666667,Bug-Electric,1.283333333,564,https://img.pokemondb.net/sprites/sword-shield/icon/galvantula.png
Ferroseed,Grass,Steel,305,44,50,91,24,86,10,50.83333333,Grass-Steel,0.549450549,988,https://img.pokemondb.net/sprites/sword-shield/icon/ferroseed.png
Ferrothorn,Grass,Steel,489,74,94,131,54,116,20,81.5,Grass-Steel,0.717557252,467,https://img.pokemondb.net/sprites/sword-shield/icon/ferrothorn.png
Klink,Steel,null,300,40,55,70,45,60,30,50,Steel,0.785714286,1012,https://img.pokemondb.net/sprites/sword-shield/icon/klink.png
Klang,Steel,null,440,60,80,95,70,85,50,73.33333333,Steel,0.842105263,652,https://img.pokemondb.net/sprites/sword-shield/icon/klang.png
Klinklang,Steel,null,520,60,100,115,70,85,90,86.66666667,Steel,0.869565217,290,https://img.pokemondb.net/sprites/sword-shield/icon/klinklang.png
Tynamo,Electric,null,275,35,55,40,45,40,60,45.83333333,Electric,1.375,1089,https://img.pokemondb.net/sprites/sword-shield/icon/tynamo.png
Eelektrik,Electric,null,405,65,85,70,75,70,40,67.5,Electric,1.214285714,750,https://img.pokemondb.net/sprites/sword-shield/icon/eelektrik.png
Eelektross,Electric,null,515,85,115,80,105,80,50,85.83333333,Electric,1.4375,308,https://img.pokemondb.net/sprites/sword-shield/icon/eelektross.png
Elgyem,Psychic,null,335,55,55,55,85,55,30,55.83333333,Psychic,1,879,https://img.pokemondb.net/sprites/sword-shield/icon/elgyem.png
Beheeyem,Psychic,null,485,75,75,75,125,95,40,80.83333333,Psychic,1,479,https://img.pokemondb.net/sprites/sword-shield/icon/beheeyem.png
Litwick,Ghost,Fire,275,50,30,55,65,55,20,45.83333333,Ghost-Fire,0.545454545,1089,https://img.pokemondb.net/sprites/sword-shield/icon/litwick.png
Lampent,Ghost,Fire,370,60,40,60,95,60,55,61.66666667,Ghost-Fire,0.666666667,816,https://img.pokemondb.net/sprites/sword-shield/icon/lampent.png
Chandelure,Ghost,Fire,520,60,55,90,145,90,80,86.66666667,Ghost-Fire,0.611111111,290,https://img.pokemondb.net/sprites/sword-shield/icon/chandelure.png
Axew,Dragon,null,320,46,87,60,30,40,57,53.33333333,Dragon,1.45,926,https://img.pokemondb.net/sprites/sword-shield/icon/axew.png
Fraxure,Dragon,null,410,66,117,70,40,50,67,68.33333333,Dragon,1.671428571,733,https://img.pokemondb.net/sprites/sword-shield/icon/fraxure.png
Haxorus,Dragon,null,540,76,147,90,60,70,97,90,Dragon,1.633333333,206,https://img.pokemondb.net/sprites/sword-shield/icon/haxorus.png
Cubchoo,Ice,null,305,55,70,40,60,40,40,50.83333333,Ice,1.75,988,https://img.pokemondb.net/sprites/sword-shield/icon/cubchoo.png
Beartic,Ice,null,505,95,130,80,70,80,50,84.16666667,Ice,1.625,347,https://img.pokemondb.net/sprites/sword-shield/icon/beartic.png
Cryogonal,Ice,null,515,80,50,50,95,135,105,85.83333333,Ice,1,308,https://img.pokemondb.net/sprites/sword-shield/icon/cryogonal.png
Shelmet,Bug,null,305,50,40,85,40,65,25,50.83333333,Bug,0.470588235,988,https://img.pokemondb.net/sprites/sword-shield/icon/shelmet.png
Accelgor,Bug,null,495,80,70,40,100,60,145,82.5,Bug,1.75,408,https://img.pokemondb.net/sprites/sword-shield/icon/accelgor.png
Stunfisk,Ground,Electric,471,109,66,84,81,99,32,78.5,Ground-Electric,0.785714286,566,https://img.pokemondb.net/sprites/sword-shield/icon/stunfisk.png
Galarian  Stunfisk,Ground,Steel,471,109,81,99,66,84,32,78.5,Ground-Steel,0.818181818,566,https://img.pokemondb.net/sprites/sword-shield/icon/stunfisk-galarian.png
Mienfoo,Fighting,null,350,45,85,50,55,50,65,58.33333333,Fighting,1.7,848,https://img.pokemondb.net/sprites/sword-shield/icon/mienfoo.png
Mienshao,Fighting,null,510,65,125,60,95,60,105,85,Fighting,2.083333333,320,https://img.pokemondb.net/sprites/sword-shield/icon/mienshao.png
Druddigon,Dragon,null,485,77,120,90,60,90,48,80.83333333,Dragon,1.333333333,479,https://img.pokemondb.net/sprites/sword-shield/icon/druddigon.png
Golett,Ground,Ghost,303,59,74,50,35,50,35,50.5,Ground-Ghost,1.48,1007,https://img.pokemondb.net/sprites/sword-shield/icon/golett.png
Golurk,Ground,Ghost,483,89,124,80,55,80,55,80.5,Ground-Ghost,1.55,503,https://img.pokemondb.net/sprites/sword-shield/icon/golurk.png
Pawniard,Dark,Steel,340,45,85,70,40,40,60,56.66666667,Dark-Steel,1.214285714,867,https://img.pokemondb.net/sprites/sword-shield/icon/pawniard.png
Bisharp,Dark,Steel,490,65,125,100,60,70,70,81.66666667,Dark-Steel,1.25,434,https://img.pokemondb.net/sprites/sword-shield/icon/bisharp.png
Bouffalant,Normal,null,490,95,110,95,40,95,55,81.66666667,Normal,1.157894737,434,https://img.pokemondb.net/sprites/sword-shield/icon/bouffalant.png
Rufflet,Normal,Flying,350,70,83,50,37,50,60,58.33333333,Normal-Flying,1.66,848,https://img.pokemondb.net/sprites/sword-shield/icon/rufflet.png
Braviary,Normal,Flying,510,100,123,75,57,75,80,85,Normal-Flying,1.64,320,https://img.pokemondb.net/sprites/sword-shield/icon/braviary.png
Hisuian  Braviary,Psychic,Flying,510,110,83,70,112,70,65,85,Psychic-Flying,1.185714286,320,https://img.pokemondb.net/sprites/scarlet-violet/icon/braviary-hisuian.png
Vullaby,Dark,Flying,370,70,55,75,45,65,60,61.66666667,Dark-Flying,0.733333333,816,https://img.pokemondb.net/sprites/sword-shield/icon/vullaby.png
Mandibuzz,Dark,Flying,510,110,65,105,55,95,80,85,Dark-Flying,0.619047619,320,https://img.pokemondb.net/sprites/sword-shield/icon/mandibuzz.png
Heatmor,Fire,null,484,85,97,66,105,66,65,80.66666667,Fire,1.46969697,501,https://img.pokemondb.net/sprites/sword-shield/icon/heatmor.png
Durant,Bug,Steel,484,58,109,112,48,48,109,80.66666667,Bug-Steel,0.973214286,501,https://img.pokemondb.net/sprites/sword-shield/icon/durant.png
Deino,Dark,Dragon,300,52,65,50,45,50,38,50,Dark-Dragon,1.3,1012,https://img.pokemondb.net/sprites/sword-shield/icon/deino.png
Zweilous,Dark,Dragon,420,72,85,70,65,70,58,70,Dark-Dragon,1.214285714,697,https://img.pokemondb.net/sprites/sword-shield/icon/zweilous.png
Hydreigon,Dark,Dragon,600,92,105,90,125,90,98,100,Dark-Dragon,1.166666667,70,https://img.pokemondb.net/sprites/sword-shield/icon/hydreigon.png
Larvesta,Bug,Fire,360,55,85,55,50,55,60,60,Bug-Fire,1.545454545,831,https://img.pokemondb.net/sprites/sword-shield/icon/larvesta.png
Volcarona,Bug,Fire,550,85,60,65,135,105,100,91.66666667,Bug-Fire,0.923076923,198,https://img.pokemondb.net/sprites/sword-shield/icon/volcarona.png
Cobalion,Steel,Fighting,580,91,90,129,90,72,108,96.66666667,Steel-Fighting,0.697674419,125,https://img.pokemondb.net/sprites/sword-shield/icon/cobalion.png
Terrakion,Rock,Fighting,580,91,129,90,72,90,108,96.66666667,Rock-Fighting,1.433333333,125,https://img.pokemondb.net/sprites/sword-shield/icon/terrakion.png
Virizion,Grass,Fighting,580,91,90,72,90,129,108,96.66666667,Grass-Fighting,1.25,125,https://img.pokemondb.net/sprites/sword-shield/icon/virizion.png
Tornadus  Incarnate  Forme,Flying,null,580,79,115,70,125,80,111,96.66666667,Flying,1.642857143,125,https://img.pokemondb.net/sprites/sword-shield/icon/tornadus-incarnate.png
Tornadus  Therian  Forme,Flying,null,580,79,100,80,110,90,121,96.66666667,Flying,1.25,125,https://img.pokemondb.net/sprites/sword-shield/icon/tornadus-therian.png
Thundurus  Incarnate  Forme,Electric,Flying,580,79,115,70,125,80,111,96.66666667,Electric-Flying,1.642857143,125,https://img.pokemondb.net/sprites/sword-shield/icon/thundurus-incarnate.png
Thundurus  Therian  Forme,Electric,Flying,580,79,105,70,145,80,101,96.66666667,Electric-Flying,1.5,125,https://img.pokemondb.net/sprites/sword-shield/icon/thundurus-therian.png
Reshiram,Dragon,Fire,680,100,120,100,150,120,90,113.3333333,Dragon-Fire,1.2,22,https://img.pokemondb.net/sprites/sword-shield/icon/reshiram.png
Zekrom,Dragon,Electric,680,100,150,120,120,100,90,113.3333333,Dragon-Electric,1.25,22,https://img.pokemondb.net/sprites/sword-shield/icon/zekrom.png
Landorus  Incarnate  Forme,Ground,Flying,600,89,125,90,115,80,101,100,Ground-Flying,1.388888889,70,https://img.pokemondb.net/sprites/sword-shield/icon/landorus-incarnate.png
Landorus  Therian  Forme,Ground,Flying,600,89,145,90,105,80,91,100,Ground-Flying,1.611111111,70,https://img.pokemondb.net/sprites/sword-shield/icon/landorus-therian.png
Kyurem,Dragon,Ice,660,125,130,90,130,90,95,110,Dragon-Ice,1.444444444,49,https://img.pokemondb.net/sprites/sword-shield/icon/kyurem.png
White  Kyurem,Dragon,Ice,700,125,120,90,170,100,95,116.6666667,Dragon-Ice,1.333333333,10,https://img.pokemondb.net/sprites/sword-shield/icon/kyurem-white.png
Black  Kyurem,Dragon,Ice,700,125,170,100,120,90,95,116.6666667,Dragon-Ice,1.7,10,https://img.pokemondb.net/sprites/sword-shield/icon/kyurem-black.png
Keldeo  Ordinary  Form,Water,Fighting,580,91,72,90,129,90,108,96.66666667,Water-Fighting,0.8,125,https://img.pokemondb.net/sprites/sword-shield/icon/keldeo-ordinary.png
Keldeo  Resolute  Form,Water,Fighting,580,91,72,90,129,90,108,96.66666667,Water-Fighting,0.8,125,https://img.pokemondb.net/sprites/sword-shield/icon/keldeo-resolute.png
Meloetta  Aria  Forme,Normal,Psychic,600,100,77,77,128,128,90,100,Normal-Psychic,1,70,https://img.pokemondb.net/sprites/sword-shield/icon/meloetta-aria.png
Meloetta  Pirouette  Forme,Normal,Fighting,600,100,128,90,77,77,128,100,Normal-Fighting,1.422222222,70,https://img.pokemondb.net/sprites/sword-shield/icon/meloetta-pirouette.png
Genesect,Bug,Steel,600,71,120,95,120,95,99,100,Bug-Steel,1.263157895,70,https://img.pokemondb.net/sprites/sword-shield/icon/genesect.png
Chespin,Grass,null,313,56,61,65,48,45,38,52.16666667,Grass,0.938461538,958,https://img.pokemondb.net/sprites/sword-shield/icon/chespin.png
Quilladin,Grass,null,405,61,78,95,56,58,57,67.5,Grass,0.821052632,750,https://img.pokemondb.net/sprites/sword-shield/icon/quilladin.png
Chesnaught,Grass,Fighting,530,88,107,122,74,75,64,88.33333333,Grass-Fighting,0.87704918,235,https://img.pokemondb.net/sprites/sword-shield/icon/chesnaught.png
Fennekin,Fire,null,307,40,45,40,62,60,60,51.16666667,Fire,1.125,986,https://img.pokemondb.net/sprites/sword-shield/icon/fennekin.png
Braixen,Fire,null,409,59,59,58,90,70,73,68.16666667,Fire,1.017241379,749,https://img.pokemondb.net/sprites/sword-shield/icon/braixen.png
Delphox,Fire,Psychic,534,75,69,72,114,100,104,89,Fire-Psychic,0.958333333,228,https://img.pokemondb.net/sprites/sword-shield/icon/delphox.png
Froakie,Water,null,314,41,56,40,62,44,71,52.33333333,Water,1.4,954,https://img.pokemondb.net/sprites/sword-shield/icon/froakie.png
Frogadier,Water,null,405,54,63,52,83,56,97,67.5,Water,1.211538462,750,https://img.pokemondb.net/sprites/sword-shield/icon/frogadier.png
Greninja,Water,Dark,530,72,95,67,103,71,122,88.33333333,Water-Dark,1.417910448,235,https://img.pokemondb.net/sprites/sword-shield/icon/greninja.png
Greninja  Ash- Greninja,Water,Dark,640,72,145,67,153,71,132,106.6666667,Water-Dark,2.164179104,53,https://img.pokemondb.net/sprites/sword-shield/icon/greninja-ash.png
Bunnelby,Normal,null,237,38,36,38,32,36,57,39.5,Normal,0.947368421,1155,https://img.pokemondb.net/sprites/sword-shield/icon/bunnelby.png
Diggersby,Normal,Ground,423,85,56,77,50,77,78,70.5,Normal-Ground,0.727272727,695,https://img.pokemondb.net/sprites/sword-shield/icon/diggersby.png
Fletchling,Normal,Flying,278,45,50,43,40,38,62,46.33333333,Normal-Flying,1.162790698,1087,https://img.pokemondb.net/sprites/sword-shield/icon/fletchling.png
Fletchinder,Fire,Flying,382,62,73,55,56,52,84,63.66666667,Fire-Flying,1.327272727,807,https://img.pokemondb.net/sprites/sword-shield/icon/fletchinder.png
Talonflame,Fire,Flying,499,78,81,71,74,69,126,83.16666667,Fire-Flying,1.14084507,402,https://img.pokemondb.net/sprites/sword-shield/icon/talonflame.png
Scatterbug,Bug,null,200,38,35,40,27,25,35,33.33333333,Bug,0.875,1181,https://img.pokemondb.net/sprites/sword-shield/icon/scatterbug.png
Spewpa,Bug,null,213,45,22,60,27,30,29,35.5,Bug,0.366666667,1168,https://img.pokemondb.net/sprites/sword-shield/icon/spewpa.png
Vivillon,Bug,Flying,411,80,52,50,90,50,89,68.5,Bug-Flying,1.04,730,https://img.pokemondb.net/sprites/sword-shield/icon/vivillon.png
Litleo,Fire,Normal,369,62,50,58,73,54,72,61.5,Fire-Normal,0.862068966,822,https://img.pokemondb.net/sprites/sword-shield/icon/litleo.png
Pyroar,Fire,Normal,507,86,68,72,109,66,106,84.5,Fire-Normal,0.944444444,344,https://img.pokemondb.net/sprites/sword-shield/icon/pyroar.png
Flabébé,Fairy,null,303,44,38,39,61,79,42,50.5,Fairy,0.974358974,1007,https://img.pokemondb.net/sprites/sword-shield/icon/flabebe.png
Floette,Fairy,null,371,54,45,47,75,98,52,61.83333333,Fairy,0.957446809,815,https://img.pokemondb.net/sprites/sword-shield/icon/floette.png
Florges,Fairy,null,552,78,65,68,112,154,75,92,Fairy,0.955882353,197,https://img.pokemondb.net/sprites/sword-shield/icon/florges.png
Skiddo,Grass,null,350,66,65,48,62,57,52,58.33333333,Grass,1.354166667,848,https://img.pokemondb.net/sprites/sword-shield/icon/skiddo.png
Gogoat,Grass,null,531,123,100,62,97,81,68,88.5,Grass,1.612903226,234,https://img.pokemondb.net/sprites/sword-shield/icon/gogoat.png
Pancham,Fighting,null,348,67,82,62,46,48,43,58,Fighting,1.322580645,859,https://img.pokemondb.net/sprites/sword-shield/icon/pancham.png
Pangoro,Fighting,Dark,495,95,124,78,69,71,58,82.5,Fighting-Dark,1.58974359,408,https://img.pokemondb.net/sprites/sword-shield/icon/pangoro.png
Furfrou,Normal,null,472,75,80,60,65,90,102,78.66666667,Normal,1.333333333,564,https://img.pokemondb.net/sprites/sword-shield/icon/furfrou.png
Espurr,Psychic,null,355,62,48,54,63,60,68,59.16666667,Psychic,0.888888889,838,https://img.pokemondb.net/sprites/sword-shield/icon/espurr.png
Meowstic  Male,Psychic,null,466,74,48,76,83,81,104,77.66666667,Psychic,0.631578947,585,https://img.pokemondb.net/sprites/sword-shield/icon/meowstic-male.png
Meowstic  Female,Psychic,null,466,74,48,76,83,81,104,77.66666667,Psychic,0.631578947,585,https://img.pokemondb.net/sprites/sword-shield/icon/meowstic-female.png
Honedge,Steel,Ghost,325,45,80,100,35,37,28,54.16666667,Steel-Ghost,0.8,914,https://img.pokemondb.net/sprites/sword-shield/icon/honedge.png
Doublade,Steel,Ghost,448,59,110,150,45,49,35,74.66666667,Steel-Ghost,0.733333333,647,https://img.pokemondb.net/sprites/sword-shield/icon/doublade.png
Aegislash  Shield  Forme,Steel,Ghost,500,60,50,140,50,140,60,83.33333333,Steel-Ghost,0.357142857,365,https://img.pokemondb.net/sprites/sword-shield/icon/aegislash-shield.png
Aegislash  Blade  Forme,Steel,Ghost,500,60,140,50,140,50,60,83.33333333,Steel-Ghost,2.8,365,https://img.pokemondb.net/sprites/sword-shield/icon/aegislash-blade.png
Spritzee,Fairy,null,341,78,52,60,63,65,23,56.83333333,Fairy,0.866666667,865,https://img.pokemondb.net/sprites/sword-shield/icon/spritzee.png
Aromatisse,Fairy,null,462,101,72,72,99,89,29,77,Fairy,1,596,https://img.pokemondb.net/sprites/sword-shield/icon/aromatisse.png
Swirlix,Fairy,null,341,62,48,66,59,57,49,56.83333333,Fairy,0.727272727,865,https://img.pokemondb.net/sprites/sword-shield/icon/swirlix.png
Slurpuff,Fairy,null,480,82,80,86,85,75,72,80,Fairy,0.930232558,512,https://img.pokemondb.net/sprites/sword-shield/icon/slurpuff.png
Inkay,Dark,Psychic,288,53,54,53,37,46,45,48,Dark-Psychic,1.018867925,1065,https://img.pokemondb.net/sprites/sword-shield/icon/inkay.png
Malamar,Dark,Psychic,482,86,92,88,68,75,73,80.33333333,Dark-Psychic,1.045454545,508,https://img.pokemondb.net/sprites/sword-shield/icon/malamar.png
Binacle,Rock,Water,306,42,52,67,39,56,50,51,Rock-Water,0.776119403,987,https://img.pokemondb.net/sprites/sword-shield/icon/binacle.png
Barbaracle,Rock,Water,500,72,105,115,54,86,68,83.33333333,Rock-Water,0.913043478,365,https://img.pokemondb.net/sprites/sword-shield/icon/barbaracle.png
Skrelp,Poison,Water,320,50,60,60,60,60,30,53.33333333,Poison-Water,1,926,https://img.pokemondb.net/sprites/sword-shield/icon/skrelp.png
Dragalge,Poison,Dragon,494,65,75,90,97,123,44,82.33333333,Poison-Dragon,0.833333333,428,https://img.pokemondb.net/sprites/sword-shield/icon/dragalge.png
Clauncher,Water,null,330,50,53,62,58,63,44,55,Water,0.85483871,892,https://img.pokemondb.net/sprites/sword-shield/icon/clauncher.png
Clawitzer,Water,null,500,71,73,88,120,89,59,83.33333333,Water,0.829545455,365,https://img.pokemondb.net/sprites/sword-shield/icon/clawitzer.png
Helioptile,Electric,Normal,289,44,38,33,61,43,70,48.16666667,Electric-Normal,1.151515152,1064,https://img.pokemondb.net/sprites/sword-shield/icon/helioptile.png
Heliolisk,Electric,Normal,481,62,55,52,109,94,109,80.16666667,Electric-Normal,1.057692308,510,https://img.pokemondb.net/sprites/sword-shield/icon/heliolisk.png
Tyrunt,Rock,Dragon,362,58,89,77,45,45,48,60.33333333,Rock-Dragon,1.155844156,829,https://img.pokemondb.net/sprites/sword-shield/icon/tyrunt.png
Tyrantrum,Rock,Dragon,521,82,121,119,69,59,71,86.83333333,Rock-Dragon,1.016806723,287,https://img.pokemondb.net/sprites/sword-shield/icon/tyrantrum.png
Amaura,Rock,Ice,362,77,59,50,67,63,46,60.33333333,Rock-Ice,1.18,829,https://img.pokemondb.net/sprites/sword-shield/icon/amaura.png
Aurorus,Rock,Ice,521,123,77,72,99,92,58,86.83333333,Rock-Ice,1.069444444,287,https://img.pokemondb.net/sprites/sword-shield/icon/aurorus.png
Sylveon,Fairy,null,525,95,65,65,110,130,60,87.5,Fairy,1,265,https://img.pokemondb.net/sprites/sword-shield/icon/sylveon.png
Hawlucha,Fighting,Flying,500,78,92,75,74,63,118,83.33333333,Fighting-Flying,1.226666667,365,https://img.pokemondb.net/sprites/sword-shield/icon/hawlucha.png
Dedenne,Electric,Fairy,431,67,58,57,81,67,101,71.83333333,Electric-Fairy,1.01754386,672,https://img.pokemondb.net/sprites/sword-shield/icon/dedenne.png
Carbink,Rock,Fairy,500,50,50,150,50,150,50,83.33333333,Rock-Fairy,0.333333333,365,https://img.pokemondb.net/sprites/sword-shield/icon/carbink.png
Goomy,Dragon,null,300,45,50,35,55,75,40,50,Dragon,1.428571429,1012,https://img.pokemondb.net/sprites/sword-shield/icon/goomy.png
Sliggoo,Dragon,null,452,68,75,53,83,113,60,75.33333333,Dragon,1.41509434,633,https://img.pokemondb.net/sprites/sword-shield/icon/sliggoo.png
Hisuian  Sliggoo,Steel,Dragon,452,58,75,83,83,113,40,75.33333333,Steel-Dragon,0.903614458,633,https://img.pokemondb.net/sprites/scarlet-violet/icon/sliggoo-hisuian.png
Goodra,Dragon,null,600,90,100,70,110,150,80,100,Dragon,1.428571429,70,https://img.pokemondb.net/sprites/sword-shield/icon/goodra.png
Hisuian  Goodra,Steel,Dragon,600,80,100,100,110,150,60,100,Steel-Dragon,1,70,https://img.pokemondb.net/sprites/scarlet-violet/icon/goodra-hisuian.png
Klefki,Steel,Fairy,470,57,80,91,80,87,75,78.33333333,Steel-Fairy,0.879120879,568,https://img.pokemondb.net/sprites/sword-shield/icon/klefki.png
Phantump,Ghost,Grass,309,43,70,48,50,60,38,51.5,Ghost-Grass,1.458333333,977,https://img.pokemondb.net/sprites/sword-shield/icon/phantump.png
Trevenant,Ghost,Grass,474,85,110,76,65,82,56,79,Ghost-Grass,1.447368421,559,https://img.pokemondb.net/sprites/sword-shield/icon/trevenant.png
Pumpkaboo  Average  Size,Ghost,Grass,335,49,66,70,44,55,51,55.83333333,Ghost-Grass,0.942857143,879,https://img.pokemondb.net/sprites/sword-shield/icon/pumpkaboo-average.png
Pumpkaboo  Small  Size,Ghost,Grass,335,44,66,70,44,55,56,55.83333333,Ghost-Grass,0.942857143,879,https://img.pokemondb.net/sprites/sword-shield/icon/pumpkaboo-small.png
Pumpkaboo  Large  Size,Ghost,Grass,335,54,66,70,44,55,46,55.83333333,Ghost-Grass,0.942857143,879,https://img.pokemondb.net/sprites/sword-shield/icon/pumpkaboo-large.png
Pumpkaboo  Super  Size,Ghost,Grass,335,59,66,70,44,55,41,55.83333333,Ghost-Grass,0.942857143,879,https://img.pokemondb.net/sprites/sword-shield/icon/pumpkaboo-super.png
Gourgeist  Average  Size,Ghost,Grass,494,65,90,122,58,75,84,82.33333333,Ghost-Grass,0.737704918,428,https://img.pokemondb.net/sprites/sword-shield/icon/gourgeist-average.png
Gourgeist  Small  Size,Ghost,Grass,494,55,85,122,58,75,99,82.33333333,Ghost-Grass,0.696721311,428,https://img.pokemondb.net/sprites/sword-shield/icon/gourgeist-small.png
Gourgeist  Large  Size,Ghost,Grass,494,75,95,122,58,75,69,82.33333333,Ghost-Grass,0.778688525,428,https://img.pokemondb.net/sprites/sword-shield/icon/gourgeist-large.png
Gourgeist  Super  Size,Ghost,Grass,494,85,100,122,58,75,54,82.33333333,Ghost-Grass,0.819672131,428,https://img.pokemondb.net/sprites/sword-shield/icon/gourgeist-super.png
Bergmite,Ice,null,304,55,69,85,32,35,28,50.66666667,Ice,0.811764706,1004,https://img.pokemondb.net/sprites/sword-shield/icon/bergmite.png
Avalugg,Ice,null,514,95,117,184,44,46,28,85.66666667,Ice,0.635869565,318,https://img.pokemondb.net/sprites/sword-shield/icon/avalugg.png
Hisuian  Avalugg,Ice,Rock,514,95,127,184,34,36,38,85.66666667,Ice-Rock,0.690217391,318,https://img.pokemondb.net/sprites/scarlet-violet/icon/avalugg-hisuian.png
Noibat,Flying,Dragon,245,40,30,35,45,40,55,40.83333333,Flying-Dragon,0.857142857,1141,https://img.pokemondb.net/sprites/sword-shield/icon/noibat.png
Noivern,Flying,Dragon,535,85,70,80,97,80,123,89.16666667,Flying-Dragon,0.875,217,https://img.pokemondb.net/sprites/sword-shield/icon/noivern.png
Xerneas,Fairy,null,680,126,131,95,131,98,99,113.3333333,Fairy,1.378947368,22,https://img.pokemondb.net/sprites/sword-shield/icon/xerneas.png
Yveltal,Dark,Flying,680,126,131,95,131,98,99,113.3333333,Dark-Flying,1.378947368,22,https://img.pokemondb.net/sprites/sword-shield/icon/yveltal.png
Zygarde Half  Forme,Dragon,Ground,600,108,100,121,81,95,95,100,Dragon-Ground,0.826446281,70,https://img.pokemondb.net/sprites/sword-shield/icon/zygarde-50.png
Zygarde   Forme,Dragon,Ground,486,54,100,71,61,85,115,81,Dragon-Ground,1.408450704,477,https://img.pokemondb.net/sprites/sword-shield/icon/zygarde-10.png
Zygarde  Complete  Forme,Dragon,Ground,708,216,100,121,91,95,85,118,Dragon-Ground,0.826446281,9,https://img.pokemondb.net/sprites/sword-shield/icon/zygarde-complete.png
Diancie,Rock,Fairy,600,50,100,150,100,150,50,100,Rock-Fairy,0.666666667,70,https://img.pokemondb.net/sprites/sword-shield/icon/diancie.png
Mega  Diancie,Rock,Fairy,700,50,160,110,160,110,110,116.6666667,Rock-Fairy,1.454545455,10,https://img.pokemondb.net/sprites/sword-shield/icon/diancie-mega.png
Hoopa Confined,Psychic,Ghost,600,80,110,60,150,130,70,100,Psychic-Ghost,1.833333333,70,https://img.pokemondb.net/sprites/sword-shield/icon/hoopa-confined.png
Hoopa Unbound,Psychic,Dark,680,80,160,60,170,130,80,113.3333333,Psychic-Dark,2.666666667,22,https://img.pokemondb.net/sprites/sword-shield/icon/hoopa-unbound.png
Volcanion,Fire,Water,600,80,110,120,130,90,70,100,Fire-Water,0.916666667,70,https://img.pokemondb.net/sprites/sword-shield/icon/volcanion.png
Rowlet,Grass,Flying,320,68,55,55,50,50,42,53.33333333,Grass-Flying,1,926,https://img.pokemondb.net/sprites/sword-shield/icon/rowlet.png
Dartrix,Grass,Flying,420,78,75,75,70,70,52,70,Grass-Flying,1,697,https://img.pokemondb.net/sprites/sword-shield/icon/dartrix.png
Decidueye,Grass,Ghost,530,78,107,75,100,100,70,88.33333333,Grass-Ghost,1.426666667,235,https://img.pokemondb.net/sprites/sword-shield/icon/decidueye.png
Hisuian  Decidueye,Grass,Fighting,530,88,112,80,95,95,60,88.33333333,Grass-Fighting,1.4,235,https://img.pokemondb.net/sprites/scarlet-violet/icon/decidueye-hisuian.png
Litten,Fire,null,320,45,65,40,60,40,70,53.33333333,Fire,1.625,926,https://img.pokemondb.net/sprites/sword-shield/icon/litten.png
Torracat,Fire,null,420,65,85,50,80,50,90,70,Fire,1.7,697,https://img.pokemondb.net/sprites/sword-shield/icon/torracat.png
Incineroar,Fire,Dark,530,95,115,90,80,90,60,88.33333333,Fire-Dark,1.277777778,235,https://img.pokemondb.net/sprites/sword-shield/icon/incineroar.png
Popplio,Water,null,320,50,54,54,66,56,40,53.33333333,Water,1,926,https://img.pokemondb.net/sprites/sword-shield/icon/popplio.png
Brionne,Water,null,420,60,69,69,91,81,50,70,Water,1,697,https://img.pokemondb.net/sprites/sword-shield/icon/brionne.png
